pricing,bed,bath,sqft,plot_size,address,PublicSymbol,PrivateSymbol
"$489,900",3,2,"1,824","2,921",100 46th pl ne,NonLead,NonLead
"$1,045,000",4,3.5,"2,180","1,156",247 rock creek church rd nw,Lead,Lead
"$479,900",4,2.5,"1,422","2,319",1617 fort dupont st se,NonLead,NonLead
"$499,000",4,2.5,"1,428","4,000",5231 bass pl se,NonLead,NonLead
"$895,900",4,3.5,"1,728","3,519",2320 monroe st ne,Lead,Lead
"$450,000",3,2.5,"1,580","1,350",1225 savannah pl se,NonLead,NonLead
"$1,395,000",3,2,"1,890","2,174",1531 44th st nw,NonLead,NonLead
"$429,900",3,2,"1,114","2,526",5085 just st ne,NonLead,NonLead
"$849,555",4,2,"2,010","1,643",613 kenyon st nw,NonLead,NonLead
"$474,000",3,2.5,"1,969","1,914",919 blakney ln se,NonLead,NonLead
"$600,000",4,3,"1,460","2,361",1247 delafield pl ne,NonLead,NonLead
"$490,000",3,2.5,"1,618","1,825",4241 dix st ne,NonLead,Lead
"$359,900",3,2.5,"1,729","1,879",2505 naylor rd se,NonLead,NonLead
"$1,295,000",3,3.5,"3,445",0.27,1725 verbena st nw,NonLead,NonLead
"$2,395,000",5,5.5,"2,977","3,000",3716 s st nw,NonLead,Lead
"$500,000",3,1,"1,581","1,620",1212 18th st ne,NonLead,Lead
"$500,000",3,1,"1,581","1,620",1212 18th st ne,NonLead,Lead
"$515,000",3,2.5,"1,762","1,631",3418 baker st ne,NonLead,NonLead
"$320,000",3,1.5,"1,320","1,721",704 ridge rd se,NonLead,NonLead
"$1,150,000",4,3.5,"2,512","1,700",507 decatur st nw,Lead,Lead
"$599,000",4,4.5,"2,745","1,400",623 longfellow st nw,NonLead,Lead
"$300,000",3,1,"1,262","3,259",3638 horner pl se,NonLead,NonLead
"$610,900",6,3.5,"2,600","4,313",828 46th st ne,NonLead,NonLead
"$1,250,000",9,6,"3,000","1,250",705 kenyon st nw,NonLead,NonLead
"$326,000",2,1.5,"1,207","1,698",5732 southern ave se,NonLead,NonLead
"$415,000",3,2,"1,215","2,360",5079 sheriff rd ne,NonLead,NonLead
"$329,900",3,1,"1,587","2,632",1559 fort dupont st se,NonLead,NonLead
"$549,999",3,1.5,"1,762","1,818",1330 queen st ne,NonLead,NonLead
"$695,000",3,1.5,"1,692","1,431",48 girard st ne,NonLead,NonLead
"$409,000",2,2,"1,020","1,712",751 51st st se,NonLead,NonLead
"$705,000",3,1.5,"1,776","1,557",206 17th st ne,NonLead,NonLead
"$599,900",4,2,"3,335","6,816",1231 v st se,NonLead,NonLead
"$525,000",4,2.5,"1,394","3,395",1010 hamilton st ne,NonLead,NonLead
"$425,000",3,2,"1,425","2,470",1344 valley pl se,NonLead,NonLead
"$850,000",4,3,"2,100","3,563",316 gallatin st nw,NonLead,NonLead
"$300,000",3,1,756,"4,000",5017 ayers pl se,Lead,Lead
"$345,000",2,1,832,"1,789",1502 41st st se,NonLead,NonLead
"$459,500",5,2,"1,732","2,981",868 yuma st se,NonLead,NonLead
"$850,000",4,3.5,"1,827","1,561",5121 3rd st nw,NonLead,NonLead
"$685,000",5,3.5,"1,458","4,560",3315 brothers pl se,NonLead,NonLead
"$900,000",4,,"2,508","3,477",900 19th st ne,NonLead,NonLead
"$900,000",4,,"2,508","3,477",900 19th st ne,NonLead,NonLead
"$299,800",2,1.5,"1,255","1,886",186 forrester st sw,NonLead,NonLead
"$304,900",2,1,960,"2,200",206 36th st se,NonLead,NonLead
"$270,000",3,1,"1,024","1,419",4408 martin luther king jr ave sw,NonLead,NonLead
"$439,900",5,3,"1,898","3,049",116 yuma st se,NonLead,NonLead
"$649,000",3,3.5,"1,692","1,188",6004 mclean pl ne,NonLead,NonLead
"$549,500",4,2.5,"1,288","2,520",2425 17th st se,NonLead,NonLead
"$200,000",Studio,,"1,192","3,156",5732 5th st ne,NonLead,NonLead
"$1,099,045",4,3.5,"1,768","1,603",45 t st ne,NonLead,Lead
"$699,950",4,2.5,"1,534","1,399",517 somerset pl nw,NonLead,NonLead
"$1,299,000",3,3,"2,448","1,240",342 8th st ne,NonLead,Lead
"$450,000",3,2.5,"1,190","3,250",5351 ames st ne,NonLead,NonLead
"$1,485,000",7,4.5,"3,104","1,753",719 quebec pl nw,NonLead,NonLead
"$899,900",3,2,"1,430","2,012",737 kentucky ave se,NonLead,Lead
"$410,000",2,2,"1,114","1,687",848 50th pl ne,NonLead,NonLead
"$700,000",3,3.5,"2,000","1,867",602 totten pl ne,NonLead,NonLead
"$164,900",1,1,708,,2118 suitland ter se,NonLead,NonLead
"$775,000",3,3,"1,836","3,565",3121 18th st ne,NonLead,NonLead
"$425,000",3,2.5,"1,628","2,594",4511 clay st ne,NonLead,NonLead
"$435,000",2,2,"1,216","2,944",515 45th st ne,Lead,Lead
"$435,000",2,,"1,216","2,944",515 45th st ne,Lead,Lead
"$1,050,000",3,2,"1,904","1,898",2012 10th st nw,NonLead,NonLead
"$1,050,000",3,2,"1,904","1,898",2012 10th st nw,NonLead,NonLead
"$700,000",3,2.5,,"8,135",2530 elvans rd se,NonLead,NonLead
"$749,950",3,2,"1,424","1,530",4516 5th st nw,NonLead,NonLead
"$435,000",2,2,"1,216","2,857",513 45th st ne,Lead,Lead
"$804,000",3,3.5,"2,120","1,408",1610 montello ave ne,NonLead,NonLead
"$1,749,000",5,,"1,024","1,341",645 morton st nw,NonLead,NonLead
"$1,150,000",4,2.5,"2,330","4,950",3814 12th st ne,NonLead,Lead
"$3,150,000",5,5.5,"4,168","3,659",3708 r st nw,NonLead,NonLead
"$425,000",3,2.5,"1,485","1,640",1409 shippen ln se,NonLead,NonLead
"$799,900",2,1,"1,180",979,1234 linden pl ne,NonLead,NonLead
"$2,749,600",6,,"6,400","2,638",1413 staples st ne,NonLead,NonLead
"$899,555",4,3.5,"1,999","6,750",1617 newton st ne,NonLead,NonLead
"$700,000",3,3.5,"1,769","2,234",2704 6th st ne,NonLead,NonLead
"$925,000",5,3.5,"2,714","5,700",2122 rand pl ne,NonLead,NonLead
"$1,795,000",6,5.5,"3,840","2,757",815 8th st ne,NonLead,Lead
"$925,000",3,2,"1,848","1,549",1909 8th st nw,NonLead,NonLead
"$2,375,000",5,3.5+,"3,750","7,500",3215 45th st nw,NonLead,NonLead
"$819,999",3,1.5,"2,175","1,599",405 t st nw,NonLead,Lead
"$1,845,000",6,3.5,"4,026","1,794",1244 10th st nw,NonLead,NonLead
"$2,495,000",9,6,"4,939","2,600",1836 california st nw,NonLead,NonLead
"$899,900",12,4,"4,148","3,030",1601 17th pl se,NonLead,NonLead
"$375,000",4,1.5+,"2,206","6,413",2545 36th st se,NonLead,NonLead
"$670,000",4,2,"1,478",903,2627 sherman ave nw,NonLead,NonLead
"$899,900",5,2,"1,740","1,388",1219 carrollsburg pl sw,NonLead,Lead
"$506,000",3,1.5,"1,496","1,055",4102 18th st ne,NonLead,NonLead
"$150,000",2,2,"1,626","2,594",4506 brooks st ne,NonLead,NonLead
"$665,000",4,1.5,"1,811","1,580",1260 owen pl ne,NonLead,NonLead
"$750,000",6,3,"3,891","2,130",1304 euclid st nw,NonLead,NonLead
"$1,600,000",6,3.5,"2,970","5,000",1310 decatur st nw,NonLead,NonLead
"$75,000",Studio,,,"1,350",6106 9th st nw,NonLead,NonLead
"$7,950,000",4,4.5,"7,997","1,247",1072 thomas jefferson st nw,NonLead,NonLead
"$275,000",2,1,"1,348","3,223",1622 eastern ave ne,NonLead,NonLead
"$2,450,000",4,,"2,400","2,400",3115 georgia ave nw,NonLead,Lead
"$2,450,000",4,,"2,322","2,400",3113 georgia ave nw,Lead,Lead
"$2,000,000",4,,"2,800","4,704",2606 41st st nw,NonLead,NonLead
"$900,000",Studio,,"1,394","1,502",113 18th st se,Lead,Lead
"$2,000,000",4,,"2,800","4,704",2610 41st st nw,NonLead,NonLead
"$270,000",2,1,"1,030","2,338",196 54th st se,NonLead,NonLead
